chapter_id, name, description, lat, lon, city, state, country, urlname, member_count, founded_date, last_event, past_events, topics
2515642," ""SÌ£o Paulo MongoDB User Group"""," ""<p>O objetivo desse grupo Ì© reunir usuÌÁrios. desenvolvedores. interessados e curiosos para discutir implementaÌ_Ìµes. tÌ©cnicas. receitas de bolo e <em>cases</em> de MongoDB.åÊ</p><p>Se vocÌ» utiliza. pensa em utilizar ou apenas tem curiosidade sobre MongoDB (e NoSQL em geral). junte-se ao Meetup.</p><p>Sobre o MongoDB:</p> <p><strong>MongoDB</strong>åÊ(do 'hu<em>mongo</em>us') Ì© uma aplicaÌ_Ì£o de cÌ_digo aberto. de alta performance. sem esquemas. orientado ÌÊ documentos. Foi escrito na linguagem de programaÌ_Ì£o C++.åÊO banco de dados orientado ÌÊ documentos. sendo formado por um conjunto de documentos JSON. Muitas aplicaÌ_Ìµes podem. dessa forma. modelar informaÌ_Ìµes de um modo muito mais natural. pois os dados podem ser aninhadosåÊem complexas hierarquias e continuar a ser indexÌÁveisåÊe fÌÁceis de buscar.</p><p>O desenvolvimento do MongoDB comeÌ_ou em outubro de 2007 pela 10gen. A primeira versÌ£o pÌ_blica foi lanÌ_ada em fevereiro de 2009. (fonte: Wikipedia)</p>""",-0.41067597,-0.81384706," ""SÌ£o Paulo""", ," ""Brazil""", SP-MongoDB,1027," ""2011-09-20T15:04:01-04:00[US/Eastern]"""," ""2016-10-21T19:00:00-04:00[US/Eastern]""",14," ""Open Source. Data Management. Big Data. High Scalability Computing. MapReduce. Data Analytics. NoSQL. MongoDB"""
2600762," ""Triangle MongoDB User Group"""," ""<p>This group is a place for developers to learn more about the non-relational. open source. document-oriented database MongoDB. MongoDB is the leading NoSQL database and many of the key committers are based right here in New York City. So if you are facing challenges with MySQL or Postgres or Oracle and want to explore a more flexible. scalable alternative. please join us at one of our monthly sessions. We typically meet on the second or third Tuesday of the month. have some pizza and network. and enjoy a presentation on Mongo.</p> <p>åÊ</p>""",0.62831855,-1.3770648," ""Durham"""," ""NC"""," ""USA""", MongoRaleigh,392," ""2011-10-06T07:35:37-04:00[US/Eastern]"""," ""2016-05-05T17:00:00-04:00[US/Eastern]""",18," ""Database Professionals. Software Development. Web Technology. Data Management. Web Development. Big Data. Database Development. High Scalability Computing. MapReduce. NoSQL. MongoDB"""
2881962," ""Saint Louis MongoDB User Group"""," ""<p>For users of the non-relational. open source. document-oriented database MongoDB.</p>""",0.67404616,-1.5786502," ""Saint Louis"""," ""MO"""," ""USA""", Saint-Louis-MongoDB-User-Group,254," ""2011-11-29T18:28:20-05:00[US/Eastern]"""," ""2015-05-14T18:30:00-04:00[US/Eastern]""",9," ""Software Development. Data Management. Technology. Database Development. High Scalability Computing. Computer programming. NoSQL. MongoDB"""
2985152," ""Israel MongoDB User Group"""," ""<p>This group is a place for developers to learn more about MongoDB. an open source. document-oriented. nosql database. If you are facing challenges with MySQL or Postgres or Oracle and want to explore a more flexible. scalable alternative. please join us at one of our sessions.</p>""",0.5597271,0.606851," ""Tel Aviv-Yafo""", ," ""Israel""", mongo-il,1305," ""2011-12-23T11:19:48-05:00[US/Eastern]"""," ""2016-09-21T11:00:00-04:00[US/Eastern]""",22," ""Open Source. New Technology. Web Technology. Database Development. NoSQL. MongoDB"""
3062062," ""Huntsville MongoDB User Group"""," ""<p>This group is for developers who want to learn more about the open source nosql database MongoDB.</p>""",0.60423297,-1.5105826," ""Huntsville"""," ""AL"""," ""USA""", Huntsville-MongoDB-User-Group,39," ""2012-01-07T10:45:17-05:00[US/Eastern]"""," ""2013-03-27T13:00:00-04:00[US/Eastern]""",7," ""Open Source. Web Development. JSON. NoSQL. MongoDB"""
3067092," ""Philadelphia MongoDB User Group (PhillyMUG)"""," ""<p>This group is a place for developers to learn more about the non-relational. open source. document-oriented database MongoDB. We started this group to grow a more robust community of MongoDB Developers in Philadelphia and provide a place to share knowledge and experience on working with the database in different languages. frameworks and applications. So if you are facing challenges with MySQL or Postgres or Oracle and want to explore a more flexible. scalable alternative. please join us at one of our monthly sessions.</p>""",0.6970845,-1.3130113," ""Philadelphia"""," ""PA"""," ""USA""", Philadelphia-MongoDB-User-Group,298," ""2012-01-08T10:33:30-05:00[US/Eastern]"""," ""2016-09-13T18:30:00-04:00[US/Eastern]""",9," ""Java. PHP. Open Source. Ruby. Python. JavaScript. New Technology. Big Data. Amazon Web Services. Ruby On Rails. Functional Programming. High Scalability Computing. JSON. NoSQL. MongoDB"""
3249232," ""Delhi MongoDB User Group"""," ""<p>The Delhi MongoDB User Group is a place where you get to meet like minded technologists and talk about code. architecture. innovation. opportunities. and share ideas about real-world problems that MongoDB solves or has potential to solve.</p> <p>The meetups in the past have been attended by users. enthusiasts. startup entrepreneurs. technologists. hackers and enthusiasts vying to learn about MongoDB.</p>""",0.5003859,1.3475688," ""Delhi""", ," ""India""", mongo-dilli,1993," ""2012-02-07T10:52:43-05:00[US/Eastern]"""," ""2016-04-20T11:30:00-04:00[US/Eastern]""",24," ""Java. PHP. Open Source. Ruby. Python. Software Development. JavaScript. Internet Professionals. Technology. Cloud Computing. Mobile Technology. High Scalability Computing. Computer programming. NoSQL. MongoDB"""
3294042," ""Thames Valley MongoDB User Group"""," ""<p>This group is a place for developers in the Thames Valley to learn more about the non-relational. open source. document-oriented database MongoDB. So if you are facing challenges with MySQL or Postgres or Oracle and want to explore a more flexible. scalable alternative. please join us at one of our monthly sessions.</p>""",0.8981464,-0.016929694," ""Reading""", ," ""United Kingdom""", Thames-Valley-MongoDB-User-Group,126," ""2012-02-14T13:40:24-05:00[US/Eastern]"""," ""2016-05-07T10:00:00-04:00[US/Eastern]""",14," ""Open Source. New Technology. Internet Professionals. Web Technology. Technology. Cloud Computing. Big Data. Computer programming. NoSQL. MongoDB"""
3347772," ""Phoenix MongoDB User Group"""," ""<p>This group is a place for developers to learn more about the non-relational. open source. document-oriented database MongoDB. MongoDB is the leading NoSQL database and many organizations are adopting this technology right here in Phoenix. So if you are facing challenges with MySQL or Postgres or Oracle and want to explore a more flexible. scalable alternative. please join us at one of our sessions.</p>""",0.5831145,-1.9552923," ""Phoenix"""," ""AZ"""," ""USA""", Phoenix-MongoDB-User-Group,550," ""2012-02-22T21:29:47-05:00[US/Eastern]"""," ""2016-10-20T22:00:00-04:00[US/Eastern]""",31," ""Open Source. Software Development. New Technology. Web Development. Computer programming. NoSQL. MongoDB"""
3385252," ""Silicon Valley MongoDB User Group"""," ""<p>This is a group for those interested in learning how to develop and operate MongoDB at scale. Come to one of our monthly meetups to learn about MongoDB. network with other technologists like you and meet MongoDB engineers.</p>""",0.6597344,-2.1364577," ""San Francisco"""," ""CA"""," ""USA""", Silicon-Valley-MongoDB-User-Group,1443," ""2012-02-28T18:54:32-05:00[US/Eastern]"""," ""2016-10-04T20:30:00-04:00[US/Eastern]""",106," ""PHP. Python. JavaScript. Web Development. Big Data. NoSQL. MongoDB"""
3434322," ""Denver MongoDB User Group"""," ""<p><span>MongoDB (from 'hu</span><strong>mongo</strong><span>us') is a scalable. high-performance.</span> <a href='http://www.mongodb.org/display/DOCS/Source+Code'>open source</a> <span>NoSQL database. dMug is a scalable. high-performance. open meetup group for people interested in learning about. and sharing knowledge of MongoDB. Everyone from novice to expert is welcome to listen to presentations. join in handson hackathons &amp; enjoy some good geeky company.</span></p>""",0.6937684,-1.8324212," ""Denver"""," ""CO"""," ""USA""", boulder-denver-mongo,539," ""2012-03-07T14:37:31-05:00[US/Eastern]"""," ""2016-08-30T20:30:00-04:00[US/Eastern]""",36," ""Software Development. Web Technology. Technology. Entrepreneurship. MongoDB"""
3463812," ""Barcelona MongoDB User Group"""," ""<p>Welcome to the Barcelona MongoDB User Group!åÊ Once we were the sole forum for MongoDB users in Spain. and contained all meetings happening across the country for MongoDB. However. we are very pleased to now be one of several Spanish MongoDB User Groups -- including our friends in Madrid and <a href='http://www.meetup.com/Mallorca-MongoDB-User-Group/'>Mallorca</a>!</p> <p>You are welcome to join this group. even if you are not based in Barcelona -- however. if you are closer geographically to one of our other groups they might be more relevant for you.</p> <p>The purpose of the group is for users and people interested in using MongoDB to be able to meet up with like-minded people. Anything around MongoDB goes. even including using MongoDB other NoSQL solutions. Usually the meeting will have at least one presentation.</p>""",0.72256637,0.037873644," ""Barcelona""", ," ""Spain""", mongodb-spain,701," ""2012-03-12T12:07:38-04:00[US/Eastern]"""," ""2015-12-15T13:00:00-05:00[US/Eastern]""",22," ""Java. PHP. Perl. Python. Database Professionals. Software Development. JavaScript. Technology. Big Data. Database Development. NoSQL. nodeJS. MongoDB. Data"""
3478392," ""Dublin MongoDB User Group"""," ""<p>This group is a place for developers in Dublin to learn more about the dynamic schema. open source. document database MongoDB. So if you are facing challenges with MySQL. Postgres or Oracle and want to explore a more flexible. scalable alternative. please join us at one of our monthly sessions.</p>""",0.9307841,-0.10908308," ""Dublin""", ," ""Ireland""", DublinMUG,807," ""2012-03-14T13:40:26-04:00[US/Eastern]"""," ""2016-09-15T13:00:00-04:00[US/Eastern]""",28," ""Open Source. Software Development. New Technology. Technology. Cloud Computing. Big Data. Computer programming. NoSQL. MongoDB"""
3484852," ""Bangalore MongoDB User Group"""," ""<p>This group is a place for developers to learn more about MongoDB. an open source. document-oriented. nosql database. If you are facing challenges with MySQL or Postgres or Oracle and want to explore a more flexible. scalable alternative. please join us at one of our monthly sessions. We typically meet on the 1st or 2nd Sunday of the month. have some pizza and network. and enjoy a presentation on Mongo.</p>""",0.2263692,1.3536773," ""Bangalore""", ," ""India""", Bangalore-MongoDB-User-Group,2278," ""2012-03-15T13:46:39-04:00[US/Eastern]"""," ""2016-10-21T11:30:00-04:00[US/Eastern]""",33," ""Open Source. Database Professionals. New Technology. Web Technology. Web Development. Big Data. Bangalore. Computer programming. NoSQL. MongoDB"""
3509512," ""MongoDB San Diego Meetup"""," ""<p>This group is a place for developers to learn more about MongoDB. an open source. document-oriented. nosql database. If you are facing challenges with MySQL or Postgres or Oracle and want to explore a more flexible. scalable alternative. please join us at one of our monthly sessions. We typically meet on once per month and enjoy a presentation on MongoDB.</p>""",0.5740388,-2.0455258," ""San Diego"""," ""CA"""," ""USA""", MongoDB-San-Diego-Meetup,289," ""2012-03-19T20:16:13-04:00[US/Eastern]"""," ""2016-09-15T21:00:00-04:00[US/Eastern]""",11," ""Open Source. Software Development. New Technology. Technology. Web Development. Hadoop. Big Data. Database Development. NoSQL. MongoDB"""
3623302," ""Lyon MongoDB User Group"""," ""<p style='text-align : justify'><br>  <span>This group is a place for developers in Lyon to learn more about the dynamic schema. open source. document database MongoDB. So if you are facing challenges with MySQL. Postgres or Oracle and want to explore a more flexible. scalable alternative. please join us at one of our monthly sessions.</span></p>""",0.79866266,0.0842994," ""Lyon""", ," ""France""", Lyon-MongoDB-User-Group,120," ""2012-04-07T10:16:55-04:00[US/Eastern]"""," ""2014-01-23T04:00:00-05:00[US/Eastern]""",7," ""Linux. Java. PHP. Open Source. Ruby. JavaScript. Cloud Computing. Hadoop. Big Data. MapReduce. NoSQL. MongoDB. Sophia Antipolis"""
3957812," ""Sydney MongoDB User Group"""," ""<p>This group is for anyone interested in learning more about MongoDB - a non-relational. open source. document-oriented database. We started this group to grow a more robust community of MongoDB developers in the Sydney area and provide a place to share knowledge and experience working with the database in different languages. frameworks. and applications. We welcome users from all tech backgrounds to join. learn. and share.</p>""",-0.591143,2.6391125," ""Sydney""", ," ""Australia""", SydneyMUG,1316," ""2012-05-28T19:44:13-04:00[US/Eastern]"""," ""2016-09-27T04:00:00-04:00[US/Eastern]""",59," ""Web Standards. Open Source. Web Design. Software Development. New Technology. Internet Professionals. Web Technology. Technology. Web Development. Big Data. High Scalability Computing. Computer programming. NoSQL. MongoDB"""
4269452," ""Caracas MongoDB User Group"""," ""<p>This group is a place for anyone to learn more about the non-relational. open source. document-oriented database MongoDB. We started this group to grow a more robust community of MongoDB Developers in Caracas and provide a place to share knowledge and experience on working with the database in different languages. frameworks and applications. If you are facing challenges with MySQL or Postgres or Oracle and want to explore a more flexible. scalable alternative. please join us at one of our sessions.</p>""",0.1839577,-1.1681489," ""Caracas""", ," ""Venezuela""", Caracas-MongoDB-User-Group,137," ""2012-07-09T17:36:15-04:00[US/Eastern]""", ,0," ""Java. Open Source. New Technology. Internet Professionals. Data Management. Web Development. Mobile Technology. Big Data. MapReduce. Data Analytics. Data Visualization. Computer programming. Data Mining. NoSQL. MongoDB"""
4352762," ""Islamabad MongoDB User Group"""," ""<p>This group is a place for developers to learn more about MongoDB</p>""",0.58852506,1.2751375," ""Islamabad""", ," ""Pakistan""", Islamabad-MongoDB-User-Group,598," ""2012-07-20T10:22:32-04:00[US/Eastern]"""," ""2012-10-24T15:00:00-04:00[US/Eastern]""",2," ""Java. Web Standards. JavaScript. NoSQL. MongoDB"""
4428172," ""Charlotte MongoDB User Group"""," ""<p>This group is a place for developers to learn more about the non-relational. open source. document-oriented database MongoDB. MongoDB is the leading NoSQL database and many of the key committers are based right here in New York City. So if you are facing challenges with MySQL or Postgres or Oracle and want to explore a more flexible. scalable alternative. please join us at one of our monthly sessions.</p>""",0.61662483,-1.4095279," ""Charlotte"""," ""NC"""," ""USA""", Charlotte-MongoDB-User-Group,202," ""2012-07-30T14:54:01-04:00[US/Eastern]"""," ""2016-03-16T18:00:00-04:00[US/Eastern]""",42," ""Open Source. Ruby. Database Professionals. Software Development. Cloud Computing. Hadoop. Big Data. Computer programming. NoSQL. MongoDB"""
4435482," ""Cincinnati MongoDB User Group"""," ""<p>This group is a place for developers to learn more about the non-relational. open source. document-oriented database MongoDB. MongoDB is the leading NoSQL database and many of the key committers are based in New York City. They are sponsoring our new group in Cincinnati. So if you are facing challenges with MySQL or Postgres or Oracle and want to explore a more flexible. scalable alternative. please join us at one of our monthly sessions.</p>""",0.6825983,-1.4748032," ""Cincinnati"""," ""OH"""," ""USA""", Cincinnati-MongoDB-User-Group,122," ""2012-07-31T10:33:14-04:00[US/Eastern]"""," ""2014-08-05T18:00:00-04:00[US/Eastern]""",12," ""Java. Open Source. Database Professionals. Software Development. New Technology. Web Technology. Technology. Web Development. Hadoop. Database Development. MapReduce. Computer programming. NoSQL. MongoDB"""
4491732," ""Baltimore MongoDB Users Group"""," ""<p>This group is a place for developers to learn more about the non-relational. open source. document-oriented database MongoDB. MongoDB is the leading NoSQL database and many people are interested in learning more about it. So if you are facing challenges with MySQL or Postgres or Oracle and want to explore a more flexible. scalable. and fun alternative. please join us at one of our monthly sessions.</p>""",0.68277276,-1.3402383," ""Annapolis Junction"""," ""MD"""," ""USA""", Baltimore-MongoDB-Users-Group,373," ""2012-08-07T14:20:37-04:00[US/Eastern]"""," ""2016-03-22T17:30:00-04:00[US/Eastern]""",32," ""Linux. Open Source. JavaScript. Web Development. Computer programming. NoSQL. MongoDB"""
4549702," ""Orange County MongoDB User Group"""," ""<p>This is a meetup group for those interested in learning more about MongoDB.</p>""",0.5883505,-2.0544271," ""Irvine"""," ""CA"""," ""USA""", Orange-County-MongoDB-User-Group,664," ""2012-08-14T18:04:06-04:00[US/Eastern]"""," ""2016-10-19T21:00:00-04:00[US/Eastern]""",32," ""Linux. Java. Open Source. JavaScript. Web Technology. Cloud Computing. Big Data. MapReduce. Machine Learning. NoSQL. Technology Startups. MongoDB"""
4612922," ""Santiago MongoDB User Group"""," """"",-0.5839872,-1.2329006," ""Santiago""", ," ""Chile""", Santiago-MongoDB-User-Group,145," ""2012-08-22T09:05:04-04:00[US/Eastern]"""," ""2013-10-04T18:30:00-04:00[US/Eastern]""",3," ""Open Source. Hadoop. Data Analytics. NoSQL. MongoDB"""
4693272," ""Lisbon MongoDB User Group"""," ""<p><span>The Lisbon MongoDB User Group&nbsp;is a place for developers and DB admins to learn more about the non-relational. open source. document-oriented database</span> <span><a href='http://www.mongodb.org'>MongoDB</a></span><span>.</span></p> <p><span>MongoDB</span> <span>is the leading NoSQL database and many of the key committers often travel to Europe. So if you are facing challenges with MySQL. Postgres or Oracle. and would like to explore a more flexible. scalable alternative. please join us at one of our friendly. periodical sessions in Lisbon.</span></p>""",0.6757915,-0.1595231," ""Lisbon""", ," ""Portugal""", Lisbon-MongoDB-User-Group,292," ""2012-08-30T05:05:46-04:00[US/Eastern]"""," ""2015-03-19T15:00:00-04:00[US/Eastern]""",10," ""PHP. Open Source. Ruby. Python. Database Professionals. Software Development. New Technology. Internet Professionals. Web Technology. Technology. Big Data. Database Development. Computer programming. NoSQL. MongoDB"""
5223562," ""Mexico City MongoDB User Group"""," ""<p>This group is a place for developers to learn more about the non-relational. open source. document-oriented database MongoDB. MongoDB is the leading NoSQL database. If you are facing challenges with MySQL or Postgres or Oracle and want to explore a more flexible. scalable alternative. please join us at one of our sessions.</p>""",0.33911747,-1.7303194," ""MÌ©xico City""", ," ""Mexico""", Mexico-City-MongoDB-User-Group,415," ""2012-10-03T11:15:02-04:00[US/Eastern]"""," ""2015-04-18T11:00:00-04:00[US/Eastern]""",6," ""Java. Open Source. Ruby. Python. JavaScript. New Technology. Web Technology. Cloud Computing. Hadoop. Computer programming. NoSQL. HTML5. nodeJS. MongoDB"""
5315592," ""mugh - MongoDB User Group in Hamburg"""," ""<p>if you think that object oriented programming is too far from SQL. if you don't like anymore to solve a problem thinking on it one step at a time. and it's more natural to map it to different clouds. and reduce 'em by using Javascript on the server side. then. let's talk about it...On october 22 10gen. will start for free an online course about mongo. they will release one video every week. We'd like to meet one wednesday every 2 weeks and discuss about the lessons. eat some pizza(offered by 10gen). In december. participants will receive a certificate from 10gen. on January. the official Mongo User Group in Hamburg will start.</p>""",0.9346238,0.17453292," ""Hamburg""", ," ""Germany""", mugh-MongoDB-User-Group-in-Hamburg,290," ""2012-10-09T14:34:19-04:00[US/Eastern]"""," ""2016-03-08T02:30:00-05:00[US/Eastern]""",34," ""New Technology. Web Technology. User Group. Big Data. MapReduce. NoSQL. MongoDB"""
5448232," ""Nepal MongoDB User Group"""," ""<p>This is the home of the Nepal MongoDB User Group. MongoDB is a high-performance. schema-free. document-oriented database. This group is for people interested in exploring MongoDB and learning more about using the database in production.</p>""",0.48363072,1.4889404," ""Kathmandu""", ," ""Nepal""", Nepal-MongoDB-User-Group,184," ""2012-10-18T07:20:33-04:00[US/Eastern]""", ,0," ""Java. PHP. Open Source. Ruby. Python. JavaScript. New Technology. Internet Professionals. Web Technology. Technology. Cloud Computing. Ruby On Rails. Mobile Development. Computer programming. HTML5"""
6123782," ""ThessalonÌ_ki MongoDB User Group"""," ""<p>The Thessaloniki MongoDB User Group is a place for developers to learn more about MongoDB. an open source. document-oriented. nosql database. If you are facing challenges with MySQL or Postgres or Oracle and want to explore a more flexible. scalable alternative. please join us at one of our sessions.</p>""",0.70930177,0.40037853," ""ThessalonÌ_ki""", ," ""Greece""", Thessaloniki-MongoDB,86," ""2012-12-05T06:29:53-05:00[US/Eastern]"""," ""2013-04-10T11:30:00-04:00[US/Eastern]""",2," ""Database Professionals. Software Development. Social Networking. New Technology. Web Development. Professional Networking. Business Strategy. Database Development. NoSQL. MongoDB"""
6186172," ""Spokane MongoDB User Group"""," ""<p>This group is a place for developers to learn more about the non-relational. open source. document-oriented database MongoDB.</p>""",0.8319984,-2.04954," ""Spokane"""," ""WA"""," ""USA""", Spokane-MongoDB-User-Group,30," ""2012-12-10T10:52:46-05:00[US/Eastern]"""," ""2014-07-09T22:00:00-04:00[US/Eastern]""",6," ""Linux. Open Source. MySQL. Software Development. Cloud Computing. Scala. Hadoop. Big Data. Database Development. High Scalability Computing. MapReduce. PaaS (Platform as a Service). Computer programming. High Performance Computing. MongoDB. Using MongoDB in the cloud"""
6365752," ""Madrid MongoDB User Group"""," ""<p>This group is a place for developers in and around Madrid to learn more about the non-relational. open source. document-oriented database MongoDB. MongoDB is the leading NoSQL database and many of the key committers are based right here in Europe. So if you are facing challenges with MySQL or Postgres or Oracle and want to explore a more flexible. scalable alternative. please join us at one of our sessions.</p>""",0.70546204,-0.064751714," ""Madrid""", ," ""Spain""", Madrid-MongoDB-User-Group,1699," ""2012-12-27T09:32:37-05:00[US/Eastern]"""," ""2016-09-17T05:00:00-04:00[US/Eastern]""",18," ""PHP. Open Source. Ruby. Python. Database Professionals. JavaScript. Big Data. Database Development. Computer programming. NoSQL. MongoDB"""
6377822," ""Austin MongoDB User Group"""," ""<p>This is a group for those interested in learning more about MongoDB - the high performance. flexible schema. document-oriented database. We'll be doing a deep dive into MongoDB each month. If you're interested in sharing your experience. or have specific topics you'd like covered. let us know!</p>""",0.52866024,-1.7062339," ""Austin"""," ""TX"""," ""USA""", Austin-MongoDB-User-Group,660," ""2012-12-28T11:09:43-05:00[US/Eastern]"""," ""2016-08-04T19:00:00-04:00[US/Eastern]""",27," ""Open Source. Python. Hadoop. Big Data. Database Development. PaaS (Platform as a Service). NoSQL. nodeJS. MongoDB"""
6722802," ""Norway MongoDB User Group"""," ""<p>This group is a place for developers to learn more about the non-relational. open source. document-oriented database MongoDB. MongoDB is the leading NoSQL database and many of the key committers often travel to Scandinavia. So if you are facing challenges with MySQL or Postgres or Oracle and want to explore a more flexible. scalable alternative. please join us at one of our user group meetings.</p>""",1.0456268,0.18762289," ""Oslo""", ," ""Norway""", Norway-MongoDB-User-Group,131," ""2013-01-18T11:36:17-05:00[US/Eastern]"""," ""2014-06-10T13:00:00-04:00[US/Eastern]""",5," ""Open Source. Database Professionals. Big Data. Database Development. NoSQL. MongoDB"""
6949282," ""Portland MongoDB User Group"""," ""<p>This is a place for developer and devops professionals to learn more about the open source. high-performance. NoSQL database. MongoDB.</p>""",0.7946484,-2.14117," ""Portland"""," ""OR"""," ""USA""", Portland-MongoDB-User-Group,172," ""2013-01-30T20:11:06-05:00[US/Eastern]"""," ""2016-06-28T10:00:00-04:00[US/Eastern]""",10," ""Linux. Open Source. Ruby. Software Development. JavaScript. Django. Ruby On Rails. Database Development. High Scalability Computing. MapReduce. PaaS (Platform as a Service). MongoDB. Using MongoDB in the cloud. Backbone.js. Python Web Development"""
7346582," ""Pittsburgh MongoDB User Group"""," ""<p>This is a group for people looking to learn more about the open source. NoSQL database. MongoDB. This is a community to grow your knowledge base and network with others.</p>""",0.70633477,-1.3948671," ""Pittsburgh"""," ""PA"""," ""USA""", Pittsburgh-MongoDB-User-Group,168," ""2013-02-25T16:41:03-05:00[US/Eastern]"""," ""2016-06-28T09:00:00-04:00[US/Eastern]""",9," ""Open Source. JavaScript. Hadoop. Big Data. Database Development. High Scalability Computing. MapReduce. JSON. NoSQL. nodeJS. MongoDB. Using MongoDB in the cloud"""
7409452," ""Montreal MongoDB User Group"""," ""<p>This is a group for those interested in learning more about the Open Source database MongoDB. All levels of experience are welcome. So whether you've been playing with MongoDB for a few months. or have built and scaled a robust MongoDB powered website. this group is for you. We will plan to meet once a month and will focus on presentations. hackathons and study sessions. We'd love to hear what you'd like to see out of the group and how you can help contribute to this growing community.</p>""",0.7942993,-1.2840388," ""MontrÌ©al"""," ""QC"""," ""Canada""", Montreal-MUG,208," ""2013-03-01T11:00:50-05:00[US/Eastern]"""," ""2015-06-01T08:00:00-04:00[US/Eastern]""",3," ""Java. Open Source. Python. JavaScript. Hadoop. Database Development. JSON. Java Virtual Machine. NoSQL. nodeJS. MongoDB. Using MongoDB in the cloud. Java Server Side"""
7588252," ""Geneva MongoDB User Group"""," ""<p>This group is a place for developers to learn more about MongoDB: the open-source. document-oriented technology that is reshaping the market due to the popularity of its agile and scalable approach among developers and IT professionals. MongoDB is the leading NoSQL database. and many of the key committers often travel to Europe. So if you are facing challenges with MySQL or Postgres or Oracle and want to explore a more flexible. scalable alternative. please join us at one of our friendly meetings.</p>""",0.80651665,0.10716321," ""GenÌ¬ve""", ," ""Switzerland""", Geneva-MongoDB-User-Group,166," ""2013-03-12T15:40:10-04:00[US/Eastern]"""," ""2015-02-17T12:30:00-05:00[US/Eastern]""",13," ""Open Source. Cloud Computing. Hadoop. Big Data. Database Development. High Scalability Computing. MapReduce. Data Analytics. PaaS (Platform as a Service). JSON. NoSQL. High Performance Computing. MongoDB"""
7708972," ""MongoDB Dominican Republic"""," ""<p>This group is a place for developers to learn more about the non-relational. open source. document-oriented database MongoDB.</p>""",0.32253683,-1.2201598," ""Santo Domingo""", ," ""Dominican Republic""", Santo-Domingo-MongoDB-User-Group,221," ""2013-03-20T14:43:42-04:00[US/Eastern]"""," ""2016-06-14T19:00:00-04:00[US/Eastern]""",19," ""Open Source. JavaScript. Cloud Computing. Hadoop. Database Development. SaaS (Software as a Service). JSON. NoSQL. nodeJS. MongoDB. Using MongoDB in the cloud"""
7793292," ""Frankfurt Rhein-Main MongoDB User Group"""," ""<p>This group is a place for developers to learn more about the open source. document database MongoDB. MongoDB is the open-source. document-oriented technology that is reshaping the market due to the popularity of its agile and scalable approach among developers and IT professionals. So if you are facing challenges with MySQL. Postgres or Oracle and want to explore a more flexible. scalable alternative. please join us at one of our monthly sessions.</p>""",0.874759,0.15149458," ""Frankfurt""", ," ""Germany""", Frankfurt-Rhine-Main-MongoDB-User-Group,66," ""2013-03-26T12:49:18-04:00[US/Eastern]"""," ""2016-03-08T02:30:00-05:00[US/Eastern]""",3," ""Open Source. JavaScript. Cloud Computing. Big Data. JSON. Computer programming. NoSQL. MongoDB"""
7808952," ""Manchester MongoDB User Group"""," ""<p>We're a community lead user group in the heard of Manchester. helping. aiding and teaching the leading NoSQL Database. MongoDB!</p>""",0.93357664,-0.039095376," ""Manchester""", ," ""United Kingdom""", Manchester-MongoDB-User-Group,123," ""2013-03-27T14:24:52-04:00[US/Eastern]"""," ""2016-05-21T10:30:00-04:00[US/Eastern]""",3," ""Open Source. Cloud Computing. Hadoop. Big Data. Database Development. MapReduce. Data Analytics. Data Visualization. JSON. NoSQL. nodeJS. MongoDB. Using MongoDB in the cloud"""
8313322," ""Krasnodar MongoDB User Group"""," ""<p>This group is a place for developers to learn more about the non-relational. open source. document-oriented database MongoDB. MongoDB is the leading NoSQL database. If you are facing challenges with MySQL or Postgres or Oracle and want to explore a more flexible. scalable alternative. please join us at one of our monthly sessions.</p>""",0.78609633,0.6799803," ""Krasnodar""", ," ""Russia""", Krasnodar-MongoDB-User-Group,44," ""2013-05-02T02:58:45-04:00[US/Eastern]"""," ""2013-10-10T11:00:00-04:00[US/Eastern]""",4," ""PHP. Open Source. Web Design. Ruby. Python. Software Development. New Technology. Web Development. Computer programming. NoSQL. HTML5. MongoDB"""
